path,heading,longitude,latitude,quarternion0,quarternion1,quarternion2,quarternion3,vel0,vel1,vel2,acc0,acc1,acc2,steering,throttle,brake
IMG/15395510-1490999279292420.jpeg,0.000000,-2.13520764662449646920,0.69005566479206648101,-0.005528,0.015301,-0.158700,-0.987193,0.004552,0.019531,0.012126,0.000000,0.000000,0.000000,0.041888,0.051880,0.018311
IMG/15395510-1490999279358719.jpeg,0.000000,-2.13520764662449646920,0.69005566479206648101,-0.005531,0.015248,-0.158722,-0.987190,0.004843,0.020492,0.015150,0.000000,0.000000,0.000000,0.041888,0.047302,0.018311
IMG/15395510-1490999279425388.jpeg,0.000000,-2.13520764662449646920,0.69005566479206648101,-0.005557,0.015259,-0.158746,-0.987186,0.003337,0.018525,0.006311,0.000000,0.000000,0.000000,0.041888,0.048828,0.018311
IMG/15395510-1490999279493571.jpeg,0.000000,-2.13520764662449646920,0.69005566479206648101,-0.005557,0.015218,-0.158768,-0.987183,0.003614,0.019258,0.008567,0.000000,0.000000,0.000000,0.040143,0.051880,0.018311
IMG/15395510-1490999279558522.jpeg,0.000000,-2.13520764662449646920,0.69005566479206648101,-0.005554,0.015235,-0.158761,-0.987184,0.003999,0.020049,0.010429,0.000000,0.000000,0.000000,0.040143,0.051880,0.018311
IMG/15395510-1490999279633079.jpeg,0.000000,-2.13520764662449646920,0.69005566479206648101,-0.005572,0.015192,-0.158792,-0.987180,0.004359,0.018506,0.007513,0.000000,0.000000,0.000000,0.041888,0.048828,0.018311
IMG/15395510-1490999279692117.jpeg,0.000000,-2.13520764662449646920,0.69005566479206648101,-0.005574,0.015221,-0.158826,-0.987174,0.004728,0.018775,0.006963,0.000000,0.000000,0.000000,0.043633,0.045776,0.018311
IMG/15395510-1490999279758214.jpeg,0.000000,-2.13520764662449646920,0.69005566479206648101,-0.005560,0.015172,-0.158850,-0.987171,0.005049,0.019810,0.009236,0.000000,0.000000,0.000000,0.043633,0.051880,0.018311
IMG/15395510-1490999279825393.jpeg,0.000000,-2.13520764662449646920,0.69005566479206648101,-0.005561,0.015158,-0.158930,-0.987158,0.006251,0.020875,0.014522,0.000000,0.000000,0.000000,0.043633,0.048828,0.018311
IMG/15395510-1490999279891721.jpeg,0.000000,-2.13520764662449646920,0.69005566479206648101,-0.005563,0.015135,-0.158941,-0.987156,0.006475,0.019448,0.008114,0.000000,0.000000,0.000000,0.041888,0.047302,0.018311
IMG/15395510-1490999297459374.jpeg,0.000000,-2.13520764662449646920,0.69005566479206648101,-0.005540,0.015113,-0.158953,-0.987155,0.007102,0.019085,0.008770,0.000000,0.000000,0.000000,0.041888,0.053406,0.018311
IMG/15395510-1490999297525796.jpeg,0.000000,-2.13521763347858417603,0.69007563850024211671,0.008616,-0.032357,0.845373,0.533127,-4.088411,8.497818,0.067173,0.000000,0.000000,0.000000,-0.645772,0.769043,0.018311
IMG/15395510-1490999297592890.jpeg,0.000000,-2.13521763347858417603,0.69007570507926951908,0.007891,-0.032089,0.847293,0.530098,-4.168111,8.580611,0.058205,0.000000,0.000000,0.000000,-0.640536,0.769043,0.018311
IMG/15395510-1490999297658857.jpeg,0.000000,-2.13521776663663898077,0.69007583823732399075,0.007548,-0.031156,0.851117,0.523997,-4.378003,8.690102,0.028374,0.000000,0.000000,0.000000,-0.635300,0.753784,0.018311
IMG/15395510-1490999297726158.jpeg,0.000000,-2.13521776663663898077,0.69007590481635117108,0.007851,-0.030728,0.853031,0.520896,-4.483909,8.748672,0.013927,0.000000,0.000000,0.000000,-0.635300,0.765991,0.018311
IMG/15395510-1490999297792654.jpeg,0.000000,-2.13521776663663898077,0.69007603797440564275,0.008084,-0.030353,0.853759,0.519720,-4.586574,8.815009,0.011322,0.000000,0.000000,0.000000,-0.624828,0.769043,0.018311
IMG/15395510-1490999297867009.jpeg,0.000000,-2.13521789979469289733,0.69007617113246011442,0.009786,-0.030063,0.857497,0.513518,-4.794291,8.972293,0.006217,0.000000,0.000000,0.000000,-0.621337,0.755310,0.018311
IMG/15395510-1490999297934003.jpeg,0.000000,-2.13521789979469289733,0.69007623771148751679,0.010560,-0.030006,0.859342,0.510411,-4.903809,9.025729,0.024415,0.000000,0.000000,0.000000,-0.617847,0.759888,0.018311
IMG/15395510-1490999298000682.jpeg,0.000000,-2.13521803295274770207,0.69007630429051469712,0.011005,-0.029904,0.861196,0.507274,-5.020835,9.070861,0.048139,0.000000,0.000000,0.000000,-0.617847,0.756836,0.018311
IMG/15395510-1490999298066714.jpeg,0.000000,-2.13521803295274770207,0.69007643744856916879,0.011373,-0.029232,0.864059,0.502413,-5.227349,9.202968,0.059097,0.000000,0.000000,0.000000,-0.607375,0.755310,0.018311
IMG/15395510-1490999298133641.jpeg,0.000000,-2.13521816611080206272,0.69007650402759657116,0.011119,-0.029217,0.865888,0.499261,-5.350334,9.252601,0.068374,0.000000,0.000000,0.000000,-0.589921,0.761414,0.018311
IMG/15395510-1490999298199855.jpeg,0.000000,-2.13521816611080206272,0.69007657060662364046,0.011031,-0.029292,0.867625,0.496232,-5.475019,9.292526,0.076362,0.000000,0.000000,0.000000,-0.553269,0.761414,0.018311
IMG/15395510-1490999298267037.jpeg,0.000000,-2.13521829926885686746,0.69007677034370551450,0.011999,-0.028657,0.870370,0.491418,-5.686239,9.371070,0.070463,0.000000,0.000000,0.000000,-0.535816,0.756836,0.018311
IMG/15395510-1490999298333613.jpeg,0.000000,-2.13521843242691122811,0.69007683692273269482,0.013054,-0.028341,0.871991,0.488527,-5.777910,9.432822,0.055825,0.000000,0.000000,0.000000,-0.523599,0.756836,0.018311
IMG/15395510-1490999298399738.jpeg,0.000000,-2.13521843242691122811,0.69007690350175998617,0.014228,-0.028611,0.873588,0.485616,-5.880928,9.459141,0.056485,0.000000,0.000000,0.000000,-0.521853,0.762939,0.018311
IMG/15395510-1490999298467873.jpeg,0.000000,-2.13521856558496603284,0.69007703665981456886,0.016907,-0.029461,0.876797,0.479660,-6.097777,9.504795,0.098243,0.000000,0.000000,0.000000,-0.516617,0.756836,0.018311
IMG/15395510-1490999298532865.jpeg,0.000000,-2.13521856558496603284,0.69007710323884163817,0.018542,-0.029134,0.877914,0.477571,-6.202672,9.537470,0.126461,0.000000,0.000000,0.000000,-0.495674,0.756836,0.018311
IMG/15395510-1490999298600110.jpeg,0.000000,-2.13521869874301994940,0.69007723639689622086,0.019803,-0.028250,0.879328,0.474966,-6.301172,9.595749,0.149260,0.000000,0.000000,0.000000,-0.450295,0.765991,0.018311
IMG/15395510-1490999298661870.jpeg,0.000000,-2.13521883190107475414,0.69007736955495069253,0.020008,-0.027287,0.881786,0.470436,-6.518379,9.652598,0.215452,0.000000,0.000000,0.000000,-0.413643,0.756836,0.018311
IMG/15395510-1490999298683656.jpeg,0.000000,-2.13521883190107475414,0.69007743613397809490,0.019625,-0.026721,0.882934,0.468325,-6.607489,9.688993,0.237211,0.000000,0.000000,0.000000,-0.340339,0.759888,0.018311
IMG/15395510-1490999298701565.jpeg,0.000000,-2.13521896505912911479,0.69007750271300516420,0.018345,-0.024977,0.883807,0.466825,-6.696514,9.741263,0.228768,0.000000,0.000000,0.000000,-0.312414,0.759888,0.018311
IMG/15395510-1490999298721157.jpeg,0.000000,-2.13521909821718391953,0.69007770245008703824,0.017846,-0.022917,0.885549,0.463638,-6.883402,9.862166,0.090112,0.000000,0.000000,0.000000,-0.260054,0.765991,0.018311
IMG/15395510-1490999298738973.jpeg,0.000000,-2.13521923137523828018,0.69007776902911421857,0.018492,-0.022515,0.886229,0.462331,-6.979652,9.911844,0.029106,0.000000,0.000000,0.000000,-0.237365,0.756836,0.018311
IMG/15395510-1490999298753759.jpeg,0.000000,-2.13521936453329308492,0.69007790218716869024,0.020915,-0.022488,0.887427,0.459924,-7.137653,10.018755,0.027818,0.000000,0.000000,0.000000,-0.202458,0.762939,0.018311
IMG/15395510-1490999298768914.jpeg,0.000000,-2.13521936453329308492,0.69007803534522316191,0.021895,-0.023181,0.887907,0.458917,-7.233703,10.079452,0.095089,0.000000,0.000000,0.000000,-0.186750,0.755310,0.018311
IMG/15395510-1490999298784122.jpeg,0.000000,-2.13521949769134700148,0.69007816850327774461,0.021054,-0.024810,0.888808,0.457123,-7.395711,10.184760,0.193618,0.000000,0.000000,0.000000,-0.167552,0.759888,0.018311
IMG/15395510-1490999298798649.jpeg,0.000000,-2.13521963084940180622,0.69007823508230503595,0.020597,-0.025258,0.889356,0.456052,-7.465046,10.243274,0.237097,0.000000,0.000000,0.000000,-0.158825,0.761414,0.018311
IMG/15395510-1490999298819719.jpeg,0.000000,-2.13521976400745616687,0.69007843481938668795,0.022992,-0.027823,0.890600,0.453353,-7.645442,10.331946,0.187227,0.000000,0.000000,0.000000,-0.136136,0.762939,0.018311
IMG/15395510-1490999298828139.jpeg,0.000000,-2.13521989716551097160,0.69007850139841409032,0.024401,-0.029772,0.890845,0.452674,-7.736409,10.366245,0.209822,0.000000,0.000000,0.000000,-0.136136,0.750732,0.018311
IMG/15395510-1490999298839140.jpeg,0.000000,-2.13521989716551097160,0.69007856797744115962,0.025367,-0.031631,0.891052,0.452087,-7.810977,10.407821,0.279324,0.000000,0.000000,0.000000,-0.132645,0.747681,0.018311
IMG/15395510-1490999298852633.jpeg,0.000000,-2.13522003032356533225,0.69007863455646856199,0.024051,-0.032535,0.891413,0.451383,-7.859855,10.471419,0.366143,0.000000,0.000000,0.000000,-0.109956,0.738525,0.018311
IMG/15395510-1490999298865997.jpeg,0.000000,-2.13522016348161969290,0.69007883429355021399,0.020321,-0.032627,0.892432,0.449542,-8.014136,10.567110,0.309317,0.000000,0.000000,0.000000,-0.080285,0.735474,0.018311
IMG/15395510-1490999298879152.jpeg,0.000000,-2.13522029663967405355,0.69007890087257761635,0.019306,-0.032754,0.892630,0.449184,-8.083755,10.625410,0.262176,0.000000,0.000000,0.000000,-0.041888,0.737000,0.018311
IMG/15395510-1490999298893111.jpeg,0.000000,-2.13522029663967405355,0.69007896745160468566,0.019071,-0.033349,0.892695,0.449020,-8.148247,10.687791,0.195643,0.000000,0.000000,0.000000,-0.024435,0.730896,0.018311
IMG/15395510-1490999298905725.jpeg,0.000000,-2.13522042979772885829,0.69007910060965926835,0.019726,-0.034098,0.892666,0.448993,-8.208583,10.750144,0.138192,0.000000,0.000000,0.000000,-0.006981,0.724792,0.018311
IMG/15395510-1490999298919038.jpeg,0.000000,-2.13522056295578321894,0.69007923376771374002,0.021472,-0.034643,0.892761,0.448683,-8.325609,10.875857,0.229154,0.000000,0.000000,0.000000,0.000000,0.735474,0.018311
IMG/15395510-1490999298932892.jpeg,0.000000,-2.13522069611383802368,0.69007930034674114239,0.022158,-0.034370,0.892740,0.448714,-8.367908,10.943979,0.268978,0.000000,0.000000,0.000000,0.006981,0.721741,0.018311
IMG/15395510-1490999298949393.jpeg,0.000000,-2.13522082927189238433,0.69007950008382268337,0.023285,-0.033013,0.892628,0.448981,-8.455588,11.078162,0.348109,0.000000,0.000000,0.000000,0.022689,0.712585,0.018311
IMG/15395510-1490999298958685.jpeg,0.000000,-2.13522096242994674498,0.69007956666285008573,0.023392,-0.032326,0.892783,0.448716,-8.503489,11.142532,0.367212,0.000000,0.000000,0.000000,0.024435,0.704956,0.018311
IMG/15395510-1490999298971897.jpeg,0.000000,-2.13522109558800110563,0.69007969982090466843,0.023580,-0.031984,0.892699,0.448898,-8.570432,11.198012,0.345162,0.000000,0.000000,0.000000,0.024435,0.711060,0.018311
IMG/15395510-1490999298985831.jpeg,0.000000,-2.13522122874605591036,0.69007983297895914010,0.024335,-0.031794,0.892516,0.449235,-8.662971,11.330420,0.341188,0.000000,0.000000,0.000000,0.022689,0.686646,0.018311
IMG/15395510-1490999298999020.jpeg,0.000000,-2.13522122874605591036,0.69007983297895914010,0.024335,-0.031794,0.892516,0.449235,-8.662971,11.330420,0.341188,0.000000,0.000000,0.000000,0.024435,0.683594,0.018311
IMG/15395510-1490999299011992.jpeg,0.000000,-2.13522136190411027101,0.69008003271604079210,0.025261,-0.032568,0.892445,0.449270,-8.772418,11.460280,0.353321,0.000000,0.000000,0.000000,0.027925,0.659180,0.018311
IMG/15395510-1490999299025857.jpeg,0.000000,-2.13522162822021899231,0.69008023245312266614,0.025236,-0.033474,0.892228,0.449635,-8.878138,11.577506,0.390998,0.000000,0.000000,0.000000,0.031416,0.607300,0.018311
IMG/15395510-1490999299038777.jpeg,0.000000,-2.13522176137827379705,0.69008029903214973544,0.024428,-0.033446,0.892159,0.449819,-8.920888,11.636075,0.419114,0.000000,0.000000,0.000000,0.027925,0.598145,0.018311
IMG/15395510-1490999299051871.jpeg,0.000000,-2.13522176137827379705,0.69008043219020431813,0.023229,-0.032988,0.892098,0.450037,-8.956903,11.694636,0.426352,0.000000,0.000000,0.000000,0.033161,0.587463,0.018311
IMG/15395510-1490999299065816.jpeg,0.000000,-2.13522189453632815770,0.69008049876923160948,0.022050,-0.032189,0.892169,0.450013,-8.995626,11.745055,0.415040,0.000000,0.000000,0.000000,0.027925,0.590515,0.018311
IMG/15395510-1490999299078763.jpeg,0.000000,-2.13522202769438296244,0.69008056534825878980,0.020616,-0.031116,0.892123,0.450249,-9.040380,11.791751,0.384268,0.000000,0.000000,0.000000,0.033161,0.584412,0.018311
IMG/15395510-1490999299091850.jpeg,0.000000,-2.13522216085243732309,0.69008076508534066384,0.018921,-0.029744,0.891994,0.450671,-9.091456,11.883977,0.297079,0.000000,0.000000,0.000000,0.031416,0.588989,0.018311
IMG/15395510-1490999299105967.jpeg,0.000000,-2.13522229401049212782,0.69008089824339513552,0.018383,-0.028975,0.891902,0.450924,-9.117758,11.929729,0.257110,0.000000,0.000000,0.000000,0.033161,0.595093,0.018311
IMG/15395510-1490999299118878.jpeg,0.000000,-2.13522242716854604438,0.69008109798047678751,0.017702,-0.027446,0.891762,0.451324,-9.210667,12.063888,0.280306,0.000000,0.000000,0.000000,0.033161,0.601196,0.018311
IMG/15395510-1490999299132231.jpeg,0.000000,-2.13522256032660084912,0.69008116455950418988,0.017760,-0.026884,0.891643,0.451591,-9.240965,12.120060,0.260341,0.000000,0.000000,0.000000,0.033161,0.588989,0.018311
IMG/15395510-1490999299145723.jpeg,0.000000,-2.13522269348465520977,0.69008123113853125918,0.018111,-0.026547,0.891510,0.451859,-9.272435,12.179590,0.243552,0.000000,0.000000,0.000000,0.057596,0.608826,0.018311
IMG/15395510-1490999299158964.jpeg,0.000000,-2.13522282664271001451,0.69008143087561313322,0.018607,-0.026882,0.891198,0.452435,-9.339169,12.286341,0.260324,0.000000,0.000000,0.000000,0.071558,0.607300,0.018311
IMG/15395510-1490999299172913.jpeg,0.000000,-2.13522295980076437516,0.69008156403366771592,0.018451,-0.027304,0.890947,0.452911,-9.381557,12.344780,0.314490,0.000000,0.000000,0.000000,0.101229,0.610352,0.018311
IMG/15395510-1490999299185889.jpeg,0.000000,-2.13522309295881917990,0.69008163061269478522,0.017772,-0.027713,0.890646,0.453503,-9.408927,12.394169,0.342926,0.000000,0.000000,0.000000,0.108210,0.610352,0.018311
IMG/15395510-1490999299198838.jpeg,0.000000,-2.13522322611687309646,0.69008183034977665926,0.015254,-0.028711,0.889986,0.454828,-9.445954,12.490399,0.363815,0.000000,0.000000,0.000000,0.116937,0.616455,0.018311
IMG/15395510-1490999299212040.jpeg,0.000000,-2.13522335927492790120,0.69008196350783113093,0.013717,-0.029326,0.889720,0.455357,-9.470792,12.544780,0.341022,0.000000,0.000000,0.000000,0.118682,0.607300,0.018311
IMG/15395510-1490999299225839.jpeg,0.000000,-2.13522349243298226185,0.69008203008685831126,0.013312,-0.029964,0.889327,0.456096,-9.508612,12.598994,0.289260,0.000000,0.000000,0.000000,0.116937,0.608826,0.018311
IMG/15395510-1490999299238679.jpeg,0.000000,-2.13522362559103706658,0.69008222982394018530,0.012471,-0.030834,0.888542,0.457588,-9.527250,12.713954,0.247600,0.000000,0.000000,0.000000,0.116937,0.610352,0.018311
IMG/15395510-1490999299251936.jpeg,0.000000,-2.13522375874909142723,0.69008236298199465697,0.012309,-0.030994,0.888172,0.458300,-9.535681,12.772849,0.234948,0.000000,0.000000,0.000000,0.122173,0.613403,0.018311
IMG/15395510-1490999299265965.jpeg,0.000000,-2.13522375874909142723,0.69008242956102183729,0.012863,-0.031483,0.887884,0.458809,-9.546488,12.832230,0.236495,0.000000,0.000000,0.000000,0.129154,0.598145,0.018311
IMG/15395510-1490999299279312.jpeg,0.000000,-2.13522402506520014853,0.69008262929810371133,0.012486,-0.030937,0.887090,0.460389,-9.577131,12.944086,0.274279,0.000000,0.000000,0.000000,0.134390,0.532532,0.018311
IMG/15395510-1490999299291887.jpeg,0.000000,-2.13522415822325495327,0.69008276245615818301,0.011575,-0.030388,0.886631,0.461333,-9.587912,13.003211,0.291426,0.000000,0.000000,0.000000,0.151844,0.457764,0.018311
IMG/15395510-1490999299310649.jpeg,0.000000,-2.13522429138130931392,0.69008296219323983500,0.009956,-0.030081,0.885616,0.463335,-9.605519,13.128122,0.266442,0.000000,0.000000,0.000000,0.162316,0.460815,0.018311
IMG/15395510-1490999299318959.jpeg,0.000000,-2.13522442453936411866,0.69008309535129430667,0.009330,-0.030287,0.885022,0.464469,-9.623230,13.185552,0.222332,0.000000,0.000000,0.000000,0.164061,0.457764,0.018311
IMG/15395510-1490999299332003.jpeg,0.000000,-2.13522455769741847931,0.69008316193032170904,0.008972,-0.030891,0.884402,0.465616,-9.620280,13.243426,0.202830,0.000000,0.000000,0.000000,0.164061,0.456238,0.018311
IMG/15395510-1490999299345807.jpeg,0.000000,-2.13522455769741847931,0.69008329508837618071,0.008761,-0.031634,0.883782,0.466745,-9.616586,13.299212,0.188839,0.000000,0.000000,0.000000,0.179769,0.376892,0.018311
IMG/15395510-1490999299358819.jpeg,0.000000,-2.13522482401352720061,0.69008349482545783271,0.008800,-0.033566,0.882560,0.468918,-9.601521,13.401799,0.210305,0.000000,0.000000,0.000000,0.186750,0.059509,0.018311
IMG/15395510-1490999299371760.jpeg,0.000000,-2.13522495717158200534,0.69008362798351241540,0.008665,-0.034395,0.881861,0.470174,-9.606826,13.447176,0.230745,0.000000,0.000000,0.000000,0.197222,0.047302,0.018311
IMG/15395510-1490999299385126.jpeg,0.000000,-2.13522495717158200534,0.69008369456253970675,0.008060,-0.034774,0.881133,0.471520,-9.582540,13.482108,0.269604,0.000000,0.000000,0.000000,0.212930,0.045776,0.018311
IMG/15395510-1490999299399116.jpeg,0.000000,-2.13522522348769117073,0.69008389429962135875,0.005509,-0.035075,0.879550,0.474481,-9.498250,13.512097,0.319891,0.000000,0.000000,0.000000,0.230383,0.057983,0.018311
IMG/15395510-1490999299411810.jpeg,0.000000,-2.13522535664574508729,0.69008402745767583042,0.004368,-0.035290,0.878843,0.475784,-9.457985,13.529334,0.291500,0.000000,0.000000,0.000000,0.246091,0.053406,0.018311
IMG/15395510-1490999299425117.jpeg,0.000000,-2.13522535664574508729,0.69008416061573041311,0.003843,-0.035942,0.877875,0.477523,-9.430305,13.567284,0.235892,0.000000,0.000000,0.000000,0.275762,0.048828,0.018311
IMG/15395510-1490999299438976.jpeg,0.000000,-2.13522562296185425268,0.69008436035281228715,0.003412,-0.037558,0.875725,0.481335,-9.307942,13.601439,0.224414,0.000000,0.000000,0.000000,0.287979,0.048828,0.018311
IMG/15395510-1490999299451639.jpeg,0.000000,-2.13522575611990905742,0.69008456008989393915,0.002636,-0.038488,0.873659,0.485008,-9.180943,13.650263,0.238563,0.000000,0.000000,0.000000,0.287979,0.054932,0.018311
IMG/15395510-1490999299465636.jpeg,0.000000,-2.13522575611990905742,0.69008456008989393915,0.002636,-0.038488,0.873659,0.485008,-9.180943,13.650263,0.238563,0.000000,0.000000,0.000000,0.287979,0.051880,0.018311
IMG/15395510-1490999299478782.jpeg,0.000000,-2.13522602243601822281,0.69008482640600288249,0.001909,-0.039096,0.871424,0.488967,-9.072301,13.714520,0.226230,0.000000,0.000000,0.000000,0.287979,0.051880,0.018311
IMG/15395510-1490999299492772.jpeg,0.000000,-2.13522602243601822281,0.69008489298503028486,0.001196,-0.039094,0.870291,0.490983,-8.996955,13.733785,0.219221,0.000000,0.000000,0.000000,0.287979,0.045776,0.018311
IMG/15395510-1490999299504888.jpeg,0.000000,-2.13522615559407213937,0.69008502614308475653,0.000561,-0.039104,0.869184,0.492940,-8.924725,13.753703,0.216346,0.000000,0.000000,0.000000,0.287979,0.045776,0.036621
IMG/15395510-1490999299518868.jpeg,0.000000,-2.13522642191018130475,0.69008535903822088020,-0.000462,-0.038875,0.865949,0.498620,-8.747044,13.830775,0.169758,0.000000,0.000000,0.000000,0.287979,0.047302,0.077820
IMG/15395510-1490999299532497.jpeg,0.000000,-2.13522655506823610949,0.69008542561724828257,-0.000292,-0.038784,0.864798,0.500620,-8.668109,13.845500,0.163602,0.000000,0.000000,0.000000,0.289725,0.054932,0.077820
IMG/15395510-1490999299545759.jpeg,0.000000,-2.13522668822629047014,0.69008555877530275424,-0.000088,-0.038759,0.863644,0.502610,-8.584888,13.856659,0.175776,0.000000,0.000000,0.000000,0.291470,0.047302,0.082397
IMG/15395510-1490999299558820.jpeg,0.000000,-2.13522668822629047014,0.69008569193335733694,-0.000115,-0.038509,0.862694,0.504259,-8.511626,13.870270,0.180035,0.000000,0.000000,0.000000,0.312414,0.042725,0.086975
IMG/15395510-1490999299572183.jpeg,0.000000,-2.13522695454239919144,0.69008589167043887791,0.000409,-0.038655,0.860301,0.508318,-8.371997,13.895889,0.192078,0.000000,0.000000,0.000000,0.329867,0.047302,0.091553
IMG/15395510-1490999299585064.jpeg,0.000000,-2.13522695454239919144,0.69008602482849346060,0.000447,-0.039038,0.858991,0.510500,-8.290729,13.893092,0.206968,0.000000,0.000000,0.000000,0.352557,0.047302,0.100708
IMG/15395510-1490999299604742.jpeg,0.000000,-2.13522708770045399618,0.69008609140752086297,0.000301,-0.039404,0.857610,0.512788,-8.206017,13.888560,0.225622,0.000000,0.000000,0.000000,0.397935,0.048828,0.105286
IMG/15395510-1490999299613498.jpeg,0.000000,-2.13522708770045399618,0.69008622456557533464,-0.000242,-0.039569,0.856384,0.514821,-8.120546,13.890218,0.237588,0.000000,0.000000,0.000000,0.420624,0.042725,0.105286
IMG/15395510-1490999299625134.jpeg,0.000000,-2.13522735401656316157,0.69008655746071145831,-0.001663,-0.040665,0.851409,0.522920,-7.846775,13.906761,0.205763,0.000000,0.000000,0.000000,0.448550,0.051880,0.120544
IMG/15395510-1490999299639936.jpeg,0.000000,-2.13522735401656316157,0.69008655746071145831,-0.001663,-0.040665,0.851409,0.522920,-7.846775,13.906761,0.205763,0.000000,0.000000,0.000000,0.448550,0.047302,0.129700
IMG/15395510-1490999299652108.jpeg,0.000000,-2.13522748717461752221,0.69008669061876592998,-0.001365,-0.041253,0.849584,0.525836,-7.740404,13.905971,0.199934,0.000000,0.000000,0.000000,0.460767,0.042725,0.143433
IMG/15395510-1490999299665122.jpeg,0.000000,-2.13522762033267232695,0.69008675719779333235,-0.001070,-0.041546,0.847936,0.528467,-7.626156,13.908686,0.209317,0.000000,0.000000,0.000000,0.478220,0.047302,0.161743
IMG/15395510-1490999299679037.jpeg,0.000000,-2.13522775349072624351,0.69008702351390238672,-0.000477,-0.041597,0.844165,0.534466,-7.395175,13.920093,0.245781,0.000000,0.000000,0.000000,0.499164,0.054932,0.175476
IMG/15395510-1490999299696234.jpeg,0.000000,-2.13522775349072624351,0.69008709009292945602,-0.000549,-0.041335,0.842135,0.537680,-7.266022,13.909678,0.269899,0.000000,0.000000,0.000000,0.521853,0.051880,0.198364
IMG/15395510-1490999299705045.jpeg,0.000000,-2.13522788664878104825,0.69008735640903851039,-0.000818,-0.040441,0.837958,0.544234,-7.005943,13.888988,0.278998,0.000000,0.000000,0.000000,0.561996,0.045776,0.212097
IMG/15395510-1490999299718784.jpeg,0.000000,-2.13522801980683540890,0.69008742298806580173,-0.000927,-0.039909,0.835624,0.547849,-6.888549,13.894487,0.245419,0.000000,0.000000,0.000000,0.579449,0.048828,0.216675
IMG/15395510-1490999299734463.jpeg,0.000000,-2.13522801980683540890,0.69008755614612038443,-0.001080,-0.039608,0.833177,0.551585,-6.744986,13.879898,0.236865,0.000000,0.000000,0.000000,0.605629,0.047302,0.227356
IMG/15395510-1490999299744960.jpeg,0.000000,-2.13522815296489021364,0.69008768930417485610,-0.001237,-0.039578,0.830630,0.555415,-6.600472,13.864301,0.231924,0.000000,0.000000,0.000000,0.617847,0.047302,0.231934
IMG/15395510-1490999299757938.jpeg,0.000000,-2.13522815296489021364,0.69008775588320203642,-0.001530,-0.039347,0.827992,0.559356,-6.451795,13.847043,0.235849,0.000000,0.000000,0.000000,0.617847,0.045776,0.236511
