,frame,steering,throttle,brake,speed,position,rotation
21,IMG/center_2017_03_21_08_18_11_693.jpg,-0.05324185,0.7441565,0.0,48.30271,1254.274:756.0184:29.08256,356.2227:164.0065:1.517569
22,IMG/center_2017_03_21_08_18_11_764.jpg,-0.1897926,0.8280578000000002,0.0,48.651759999999996,1254.781:754.3596:29.13853,356.0494:163.0052:1.463986
23,IMG/center_2017_03_21_08_18_11_840.jpg,-0.2156391,0.8320441999999999,0.0,49.0151,1255.337:752.7033:29.19798,355.9944:161.4298:1.448957
24,IMG/center_2017_03_21_08_18_11_909.jpg,-0.25990660000000004,0.8280578000000002,0.0,49.295809999999996,1255.796:751.4666:29.24252,356.0283:159.8657:1.484524
25,IMG/center_2017_03_21_08_18_11_977.jpg,-0.25990660000000004,0.7521293000000001,0.0,49.64141,1256.475:749.8323:29.30015,356.1217:157.2681:1.575215
26,IMG/center_2017_03_21_08_18_12_045.jpg,-0.25990660000000004,0.6282892,0.0,49.8056,1257.039:748.6236:29.34208,356.1703:155.0204:1.646601
27,IMG/center_2017_03_21_08_18_12_115.jpg,-0.25990660000000004,0.6282892,0.0,49.945809999999994,1257.654:747.4354:29.38362,356.1653:152.5686:1.716414
28,IMG/center_2017_03_21_08_18_12_184.jpg,-0.25990660000000004,0.6282892,0.0,50.10078,1258.556:745.8906:29.43982,356.1319:149.0606:1.775923
29,IMG/center_2017_03_21_08_18_12_253.jpg,-0.25990660000000004,0.6282892,0.0,50.225559999999994,1259.296:744.7664:29.48285,356.1211:146.2927:1.82263
30,IMG/center_2017_03_21_08_18_12_321.jpg,-0.25990660000000004,0.6642788000000001,0.0,50.412290000000006,1260.367:743.3207:29.54005,356.178:142.4745:1.951157
31,IMG/center_2017_03_21_08_18_12_389.jpg,-0.25990660000000004,0.6642788000000001,0.0,50.56136,1261.233:742.2803:29.581,356.282:139.5399:2.066385
32,IMG/center_2017_03_21_08_18_12_458.jpg,-0.2562295,0.6762381,0.0,50.77514,1262.472:740.9585:29.63088,356.5002:135.5596:2.237736
33,IMG/center_2017_03_21_08_18_12_525.jpg,-0.1824385,0.7481428000000001,0.0,50.98088,1263.462:740.0189:29.6636,356.6641:132.5774:2.35855
34,IMG/center_2017_03_21_08_18_12_592.jpg,-0.1196787,0.7521293000000001,0.0,51.240809999999996,1264.5:739.1221:29.69351,356.7684:129.7355:2.484685
35,IMG/center_2017_03_21_08_18_12_660.jpg,0.0,0.8440034,0.0,51.621559999999995,1265.947:737.9841:29.73257,356.7162:126.5222:2.70082
36,IMG/center_2017_03_21_08_18_12_727.jpg,0.0,0.8480271999999999,0.0,51.926520000000004,1267.07:737.1653:29.76434,356.567:124.6479:2.879777
37,IMG/center_2017_03_21_08_18_12_795.jpg,0.0,0.8480271999999999,0.0,52.23002,1268.222:736.3722:29.79977,356.4068:123.1499:2.985543
38,IMG/center_2017_03_21_08_18_12_862.jpg,0.0,0.8480271999999999,0.0,52.623509999999996,1269.794:735.3479:29.85179,356.2898:121.6129:3.098517
39,IMG/center_2017_03_21_08_18_12_931.jpg,0.0,0.8480271999999999,0.0,52.909969999999994,1270.997:734.5998:29.89212,356.3097:120.7239:3.1645
40,IMG/center_2017_03_21_08_18_12_998.jpg,0.0,0.8480271999999999,0.0,53.30367,1272.627:733.623:29.94295,356.4921:119.8028:3.214098
41,IMG/center_2017_03_21_08_18_13_066.jpg,0.0,0.8480271999999999,0.0,53.59308000000001,1273.866:732.9024:29.97524,356.7303:119.2639:3.209146
42,IMG/center_2017_03_21_08_18_13_133.jpg,0.5569983000000001,0.756153,0.0,53.775780000000005,1275.115:732.1844:30.00117,357.015:119.0527:3.246278
43,IMG/center_2017_03_21_08_18_13_200.jpg,0.5606751999999999,0.756153,0.0,53.874280000000006,1276.768:731.1982:30.02682,357.2973:120.0758:3.417716
44,IMG/center_2017_03_21_08_18_13_269.jpg,0.5606751999999999,0.756153,0.0,53.982569999999996,1277.984:730.4155:30.04273,357.3255:121.8616:3.47767
45,IMG/center_2017_03_21_08_18_13_337.jpg,0.5606751999999999,0.756153,0.0,54.12944,1279.552:729.2849:30.06696,357.1395:125.5883:3.485419
46,IMG/center_2017_03_21_08_18_13_406.jpg,0.2765068,0.8360306999999999,0.0,54.32348,1280.673:728.3573:30.09156,356.8868:129.179:3.344454
47,IMG/center_2017_03_21_08_18_13_475.jpg,0.0,0.871983,0.0,54.6212,1281.752:727.3702:30.12239,356.6526:132.5749:2.963431
48,IMG/center_2017_03_21_08_18_13_542.jpg,0.0,0.9239184000000001,0.0,55.05773000000001,1283.142:725.985:30.17148,356.493:136.0812:2.422247
49,IMG/center_2017_03_21_08_18_13_612.jpg,-0.04588774,0.9239184000000001,0.0,55.39042,1284.154:724.9023:30.21175,356.4529:138.0818:2.250839
50,IMG/center_2017_03_21_08_18_13_679.jpg,-0.05324185,0.9119591,0.0,55.8517,1285.475:723.4136:30.26631,356.421:139.9906:2.230174
51,IMG/center_2017_03_21_08_18_13_748.jpg,-0.03849794,0.9199318999999999,0.0,56.18179,1286.45:722.2703:30.30764,356.3837:140.9729:2.300141
52,IMG/center_2017_03_21_08_18_13_816.jpg,0.0,0.9239184000000001,0.0,56.627019999999995,1287.736:720.7139:30.36435,356.2609:141.9584:2.48987
53,IMG/center_2017_03_21_08_18_13_884.jpg,0.0,0.9239184000000001,0.0,56.95366,1288.691:719.5256:30.40936,356.1517:142.5318:2.611885
54,IMG/center_2017_03_21_08_18_13_953.jpg,0.0,0.9239184000000001,0.0,57.273509999999995,1289.639:718.3215:30.4564,356.0841:142.9888:2.671108
55,IMG/center_2017_03_21_08_18_14_020.jpg,0.0,0.9239184000000001,0.0,57.69696,1290.897:716.6948:30.5195,356.136:143.4632:2.637471
56,IMG/center_2017_03_21_08_18_14_089.jpg,0.0,0.9239184000000001,0.0,58.01355,1291.837:715.4598:30.56451,356.2601:143.7434:2.533478
57,IMG/center_2017_03_21_08_18_14_157.jpg,0.0,0.9239184000000001,0.0,58.452259999999995,1293.089:713.7946:30.61872,356.4664:144.0324:2.365334
58,IMG/center_2017_03_21_08_18_14_224.jpg,0.0,0.9239184000000001,0.0,58.80254,1294.028:712.5322:30.65493,356.5936:144.2002:2.249895
59,IMG/center_2017_03_21_08_18_14_294.jpg,0.0,0.9438878,0.0,59.14819,1294.968:711.2587:30.68842,356.6611:144.3271:2.210155
60,IMG/center_2017_03_21_08_18_14_373.jpg,0.0,0.9438878,0.0,59.63036999999999,1296.224:709.5438:30.73335,356.6046:144.4595:2.236293
61,IMG/center_2017_03_21_08_18_14_442.jpg,0.0,0.9438878,0.0,60.097640000000006,1297.485:707.811:30.78498,356.3718:144.5561:2.298776
62,IMG/center_2017_03_21_08_18_14_513.jpg,0.0,0.9438878,0.0,60.41378,1298.434:706.5012:30.83009,356.1763:144.6124:2.308788
63,IMG/center_2017_03_21_08_18_14_594.jpg,0.0,0.8640102,0.0,60.80217,1299.703:704.743:30.89689,356.1105:144.6634:2.246346
64,IMG/center_2017_03_21_08_18_14_660.jpg,0.0,0.8040647,0.0,61.14294,1300.977:702.9733:30.9622,356.3158:144.7024:2.092444
65,IMG/center_2017_03_21_08_18_14_728.jpg,0.0,0.7441565,0.0,61.359930000000006,1301.935:701.6389:31.00539,356.5196:144.7241:1.961524
66,IMG/center_2017_03_21_08_18_14_797.jpg,0.0,0.5084728000000001,0.0,61.5168,1303.215:699.8524:31.05629,356.6481:144.7435:1.781135
67,IMG/center_2017_03_21_08_18_14_870.jpg,0.0,0.49248980000000003,0.0,61.50784,1304.175:698.5107:31.09318,356.6268:144.7509:1.645497
68,IMG/center_2017_03_21_08_18_14_942.jpg,0.05513395,0.4485273,0.0,61.47044,1305.452:696.7208:31.14604,356.5151:144.8044:1.537494
69,IMG/center_2017_03_21_08_18_15_018.jpg,0.24701900000000002,0.3486431,0.0,61.3338,1306.713:694.9241:31.20519,356.4095:145.2552:1.653787
70,IMG/center_2017_03_21_08_18_15_087.jpg,0.3023533,0.280762,0.0,61.08194,1307.626:693.562:31.25344,356.3596:146.3137:1.859098
71,IMG/center_2017_03_21_08_18_15_154.jpg,0.2986406,0.2688027,0.0,60.818259999999995,1308.497:692.181:31.3034,356.3373:147.9645:2.020527
72,IMG/center_2017_03_21_08_18_15_226.jpg,0.2986406,0.2688027,0.0,60.48366,1309.577:690.3034:31.36972,356.3817:150.8752:2.037403
73,IMG/center_2017_03_21_08_18_15_295.jpg,0.1990388,0.264779,0.0,60.250780000000006,1310.316:688.8652:31.41816,356.4272:153.4557:2.006851
74,IMG/center_2017_03_21_08_18_15_366.jpg,0.058811,0.264779,0.0,59.995580000000004,1311.213:686.9141:31.48207,356.3908:156.6761:1.825302
75,IMG/center_2017_03_21_08_18_15_436.jpg,0.058811,0.264779,0.0,59.730869999999996,1312.023:684.9342:31.55096,356.1652:159.4174:1.740205
76,IMG/center_2017_03_21_08_18_15_504.jpg,0.0,0.264779,0.0,59.52325,1312.576:683.4354:31.60827,355.9569:161.1899:1.740228
77,IMG/center_2017_03_21_08_18_15_578.jpg,0.0,0.264779,0.0,59.24845,1313.255:681.426:31.69114,355.8323:163.0688:1.764212
78,IMG/center_2017_03_21_08_18_15_654.jpg,0.0,0.264779,0.0,59.045469999999995,1313.728:679.914:31.75363,355.8915:164.1826:1.822984
79,IMG/center_2017_03_21_08_18_15_722.jpg,0.05513395,0.264779,0.0,58.77596,1314.314:677.8939:31.8326,356.0421:165.4741:1.892456
80,IMG/center_2017_03_21_08_18_15_790.jpg,0.21749549999999998,0.264779,0.0,58.557880000000004,1314.719:676.3754:31.88834,356.0878:166.4854:1.961809
81,IMG/center_2017_03_21_08_18_15_860.jpg,0.2876094,0.264779,0.0,58.18104,1315.187:674.3444:31.96156,356.0241:168.5868:2.143602
82,IMG/center_2017_03_21_08_18_15_929.jpg,0.2876094,0.264779,0.0,57.91353,1315.47:672.8157:32.01744,355.9605:170.6875:2.189339
83,IMG/center_2017_03_21_08_18_15_998.jpg,0.26544,0.264779,0.0,57.587219999999995,1315.745:670.7725:32.09267,355.9704:173.9667:2.159309
84,IMG/center_2017_03_21_08_18_16_073.jpg,0.26544,0.264779,0.0,57.35434,1315.871:669.2387:32.14797,356.0619:176.6582:2.095964
85,IMG/center_2017_03_21_08_18_16_150.jpg,0.1326019,0.264779,0.0,57.06211999999999,1315.924:667.1971:32.21746,356.2016:180.4736:2.000422
86,IMG/center_2017_03_21_08_18_16_221.jpg,0.05142118,0.2607926,0.0,56.82858,1315.862:665.1644:32.28112,356.3363:183.9157:1.757859
87,IMG/center_2017_03_21_08_18_16_288.jpg,0.05142118,0.2607926,0.0,56.64995,1315.751:663.6484:32.32602,356.4036:186.1201:1.60202
88,IMG/center_2017_03_21_08_18_16_357.jpg,0.05142118,0.2607926,0.0,56.407619999999994,1315.527:661.6415:32.38418,356.4156:188.6443:1.459928
89,IMG/center_2017_03_21_08_18_16_424.jpg,0.05142118,0.2607926,0.0,56.22311,1315.309:660.1484:32.42693,356.436:190.2704:1.417874
90,IMG/center_2017_03_21_08_18_16_493.jpg,0.05142118,0.2607926,0.0,56.04269,1315.053:658.6664:32.46803,356.5337:191.7033:1.403744
91,IMG/center_2017_03_21_08_18_16_562.jpg,0.05142118,0.2607926,0.0,55.815580000000004,1314.659:656.7079:32.51756,356.7334:193.3884:1.445859
92,IMG/center_2017_03_21_08_18_16_629.jpg,0.10311410000000001,0.2607926,0.0,55.64213,1314.326:655.2522:32.5498,356.8772:194.5727:1.476804
93,IMG/center_2017_03_21_08_18_16_697.jpg,0.11418099999999999,0.264779,0.0,55.41112,1313.832:653.331:32.58818,356.9772:196.2356:1.459361
94,IMG/center_2017_03_21_08_18_16_767.jpg,0.11418099999999999,0.264779,0.0,55.2379,1313.421:651.9061:32.61598,356.966:197.5495:1.353983
95,IMG/center_2017_03_21_08_18_16_837.jpg,0.11418099999999999,0.264779,0.0,55.00956,1312.82:650.0298:32.65537,356.8555:199.3671:1.131092
96,IMG/center_2017_03_21_08_18_16_904.jpg,0.11418099999999999,0.264779,0.0,54.839580000000005,1312.33:648.6417:32.68876,356.7342:200.7623:0.9995908
97,IMG/center_2017_03_21_08_18_16_973.jpg,0.10311410000000001,0.264779,0.0,54.66881,1311.805:647.2711:32.72514,356.6313:202.1569:0.9327548
98,IMG/center_2017_03_21_08_18_17_040.jpg,0.10311410000000001,0.264779,0.0,54.44444,1311.057:645.4713:32.77598,356.6219:203.9696:0.9911198
99,IMG/center_2017_03_21_08_18_17_108.jpg,0.10311410000000001,0.264779,0.0,54.28425,1310.46:644.1423:32.81255,356.7123:205.3034:1.078564
100,IMG/center_2017_03_21_08_18_17_176.jpg,0.09201158,0.264779,0.0,54.074490000000004,1309.621:642.3984:32.8556,356.9137:207.0537:1.149009
101,IMG/center_2017_03_21_08_18_17_244.jpg,0.09201158,0.264779,0.0,53.92859,1308.959:641.1113:32.88276,357.0637:208.3388:1.102712
102,IMG/center_2017_03_21_08_18_17_312.jpg,0.058811,0.264779,0.0,53.78598,1308.273:639.8418:32.90617,357.1694:209.5721:1.010415
103,IMG/center_2017_03_21_08_18_17_381.jpg,0.01450784,0.2048335,0.0,53.59076999999999,1307.322:638.1754:32.93321,357.2677:211.053:0.8508328
104,IMG/center_2017_03_21_08_18_17_451.jpg,0.0,0.0,0.0,53.33195,1306.588:636.9446:32.95235,357.302:211.9655:0.7614362
105,IMG/center_2017_03_21_08_18_17_520.jpg,0.0,0.0,0.0,52.87218000000001,1305.591:635.3306:32.97963,357.2365:212.9322:0.7611001
106,IMG/center_2017_03_21_08_18_17_589.jpg,0.0,0.0,0.0,52.52401999999999,1304.833:634.1391:33.00394,357.0885:213.4966:0.8275259
107,IMG/center_2017_03_21_08_18_17_660.jpg,0.0,0.0,0.0,52.06037,1303.814:632.5732:33.044,356.8277:214.0737:0.9095953
108,IMG/center_2017_03_21_08_18_17_729.jpg,0.0,0.0,0.0,51.71412,1303.046:631.4146:33.07871,356.6947:214.4007:0.9270541
109,IMG/center_2017_03_21_08_18_17_800.jpg,0.0,0.0,0.0,51.256609999999995,1302.02:629.8891:33.12808,356.6725:214.7366:0.8570433
110,IMG/center_2017_03_21_08_18_17_866.jpg,0.09201158,0.02112245,0.0,50.91407,1301.248:628.7596:33.16422,356.7245:215.0113:0.8355889
111,IMG/center_2017_03_21_08_18_17_937.jpg,0.09201158,0.02112245,0.0,50.47552,1300.209:627.2767:33.20979,356.7975:215.6042:0.874222
112,IMG/center_2017_03_21_08_18_18_003.jpg,0.09201158,0.02112245,0.0,50.15031,1299.422:626.1832:33.24162,356.8284:216.1859:0.9603739
113,IMG/center_2017_03_21_08_18_18_073.jpg,0.09201158,0.02112245,0.0,49.8293,1298.626:625.1063:33.27256,356.8359:216.8594:1.108146
114,IMG/center_2017_03_21_08_18_18_142.jpg,0.09572432,0.1089729,0.0,49.4295,1297.551:623.6975:33.31253,356.8317:217.867:1.32725
115,IMG/center_2017_03_21_08_18_18_214.jpg,0.21749549999999998,0.1249932,0.0,49.180479999999996,1296.731:622.6619:33.34182,356.8571:218.7476:1.521948
116,IMG/center_2017_03_21_08_18_18_282.jpg,0.2949992,0.13292879999999999,0.0,48.80507,1295.605:621.3225:33.37946,356.9214:220.5461:1.849144
117,IMG/center_2017_03_21_08_18_18_350.jpg,0.30606609999999995,0.1369524,0.0,48.5329,1294.729:620.3573:33.4062,356.9634:222.3986:2.007259
118,IMG/center_2017_03_21_08_18_18_418.jpg,0.30606609999999995,0.1369524,0.0,48.18524,1293.512:619.132:33.44094,356.9726:225.4047:2.073016
119,IMG/center_2017_03_21_08_18_18_486.jpg,0.2949992,0.1369524,0.0,47.9361,1292.561:618.2648:33.46722,356.9348:227.9504:2.032763
120,IMG/center_2017_03_21_08_18_18_556.jpg,0.2949992,0.1369524,0.0,47.611000000000004,1291.24:617.1847:33.50341,356.8809:231.5988:1.956447
121,IMG/center_2017_03_21_08_18_18_628.jpg,0.0071537530000000005,0.148949,0.0,47.41198,1290.216:616.4281:33.53106,356.8728:234.161:1.824865
122,IMG/center_2017_03_21_08_18_18_696.jpg,0.0071537530000000005,0.148949,0.0,47.15227,1288.824:615.4725:33.56611,356.969:236.8221:1.654734
123,IMG/center_2017_03_21_08_18_18_763.jpg,0.0071537530000000005,0.148949,0.0,46.961079999999995,1287.764:614.7902:33.58991,357.097:238.3799:1.666056
124,IMG/center_2017_03_21_08_18_18_832.jpg,0.02193337,0.148949,0.0,46.774190000000004,1286.694:614.1329:33.61069,357.2209:239.6552:1.726002
125,IMG/center_2017_03_21_08_18_18_902.jpg,0.02193337,0.148949,0.0,46.526579999999996,1285.255:613.291:33.63456,357.3262:241.0418:1.890198
126,IMG/center_2017_03_21_08_18_18_973.jpg,0.09572432,0.148949,0.0,46.33232,1284.169:612.684:33.65158,357.3143:241.956:2.012666
127,IMG/center_2017_03_21_08_18_19_043.jpg,0.4499352,0.1449626,0.0,45.87964,1282.703:611.9335:33.67632,357.1724:243.9529:2.406827
128,IMG/center_2017_03_21_08_18_19_111.jpg,0.3170972,0.148949,0.0,45.57782,1281.585:611.4333:33.69918,356.9926:246.2321:2.599419
129,IMG/center_2017_03_21_08_18_19_184.jpg,0.15105860000000002,0.148949,0.0,45.29507,1280.072:610.8455:33.73523,356.7411:249.5273:2.473681
130,IMG/center_2017_03_21_08_18_19_256.jpg,0.0,0.148949,0.0,45.04781,1278.544:610.3277:33.77556,356.6687:252.2564:2.045327
131,IMG/center_2017_03_21_08_18_19_326.jpg,0.0,0.148949,0.0,44.862629999999996,1277.393:609.9734:33.80557,356.745:253.8031:1.807535
132,IMG/center_2017_03_21_08_18_19_400.jpg,0.0,0.148949,0.0,44.62229,1275.855:609.5381:33.84111,356.966:255.3957:1.596097
133,IMG/center_2017_03_21_08_18_19_477.jpg,0.0,0.148949,0.0,44.3889,1274.317:609.1374:33.87047,357.1731:256.5899:1.489432
134,IMG/center_2017_03_21_08_18_19_547.jpg,0.06616511,0.148949,0.0,44.20704,1273.163:608.8569:33.88998,357.2123:257.345:1.43081
135,IMG/center_2017_03_21_08_18_19_615.jpg,0.06252375,0.16090829999999998,0.0,44.03107,1272.01:608.5947:33.90998,357.1108:258.0902:1.375612
136,IMG/center_2017_03_21_08_18_19_688.jpg,0.06252375,0.17290479999999997,0.0,43.79637,1270.474:608.2726:33.9411,356.8466:259.0583:1.266918
137,IMG/center_2017_03_21_08_18_19_762.jpg,0.058811,0.2488333,0.0,43.602990000000005,1268.939:607.9806:33.98146,356.5052:259.9894:1.158561
138,IMG/center_2017_03_21_08_18_19_833.jpg,0.058811,0.27278909999999995,0.0,43.50185,1267.789:607.78:34.01827,356.2191:260.662:1.113137
139,IMG/center_2017_03_21_08_18_19_903.jpg,0.058811,0.320738,0.0,43.385940000000005,1266.255:607.5356:34.07586,355.8842:261.5248:1.136741
140,IMG/center_2017_03_21_08_18_19_969.jpg,0.058811,0.3926428,0.0,43.35076,1265.105:607.3688:34.12425,355.6778:262.153:1.201602
141,IMG/center_2017_03_21_08_18_20_043.jpg,0.058811,0.4085885,0.0,43.3441,1263.569:607.1666:34.19333,355.4813:262.9739:1.339273
142,IMG/center_2017_03_21_08_18_20_115.jpg,0.058811,0.4085885,0.0,43.34497,1262.416:607.03:34.2468,355.4198:263.5783:1.473089
143,IMG/center_2017_03_21_08_18_20_185.jpg,0.058811,0.4085885,0.0,43.3442,1260.876:606.8669:34.31845,355.4183:264.3756:1.691007
144,IMG/center_2017_03_21_08_18_20_253.jpg,0.058811,0.4085885,0.0,43.34272,1259.72:606.7588:34.3718,355.427:264.9711:1.871134
145,IMG/center_2017_03_21_08_18_20_324.jpg,0.058811,0.4085885,0.0,43.33789,1258.177:606.6332:34.44251,355.4044:265.7615:2.129214
146,IMG/center_2017_03_21_08_18_20_399.jpg,0.058811,0.4085885,0.0,43.3307,1256.632:606.5287:34.51511,355.3041:266.5503:2.3879
147,IMG/center_2017_03_21_08_18_20_467.jpg,0.0071537530000000005,0.4085885,0.0,43.32224,1255.473:606.4617:34.57157,355.1862:267.0625:2.528937
148,IMG/center_2017_03_21_08_18_20_538.jpg,0.0,0.20885720000000002,0.0,43.27029,1253.928:606.3835:34.65034,355.0404:267.5928:2.697309
149,IMG/center_2017_03_21_08_18_20_606.jpg,0.0,0.0,0.0,42.97878,1252.775:606.3315:34.7114,354.9891:267.8926:2.806972
150,IMG/center_2017_03_21_08_18_20_676.jpg,0.0,0.0,0.0,42.53942,1251.251:606.2695:34.79437,354.9681:268.1911:2.926508
151,IMG/center_2017_03_21_08_18_20_744.jpg,0.0,0.0,0.0,42.210840000000005,1250.119:606.2272:34.85751,354.935:268.3567:3.002545
152,IMG/center_2017_03_21_08_18_20_813.jpg,0.0,0.06102399,0.0,41.88094,1248.995:606.1879:34.92202,354.8499:268.4837:3.069509
153,IMG/center_2017_03_21_08_18_20_882.jpg,0.0,0.2328131,0.0,41.63176,1247.506:606.1388:35.01259,354.5977:268.602:3.143594
154,IMG/center_2017_03_21_08_18_20_950.jpg,0.0,0.2328131,0.0,41.47233,1246.395:606.1038:35.08552,354.3042:268.6567:3.220663
155,IMG/center_2017_03_21_08_18_21_018.jpg,0.0,0.2448096,0.0,41.25711,1244.919:606.0588:35.19067,353.8838:268.697:3.303325
156,IMG/center_2017_03_21_08_18_21_087.jpg,0.0,0.2448096,0.0,41.10252,1243.819:606.0258:35.27502,353.6261:268.7115:3.392601
157,IMG/center_2017_03_21_08_18_21_155.jpg,0.0,0.25278249999999997,0.0,40.94885,1242.723:605.9932:35.36234,353.4679:268.7166:3.438354
158,IMG/center_2017_03_21_08_18_21_222.jpg,0.0,0.25676889999999997,0.0,40.75837,1241.268:605.9502:35.4796,353.4732:268.7208:3.506029
159,IMG/center_2017_03_21_08_18_21_290.jpg,0.0,0.2607926,0.0,40.610209999999995,1240.182:605.9182:35.56488,353.6169:268.7255:3.512728
160,IMG/center_2017_03_21_08_18_21_358.jpg,0.0,0.2607926,0.0,40.43463,1238.739:605.8759:35.67176,353.9367:268.7339:3.491251
161,IMG/center_2017_03_21_08_18_21_425.jpg,0.0,0.2607926,0.0,40.30975,1237.66:605.8446:35.74579,354.2086:268.7418:3.461976
162,IMG/center_2017_03_21_08_18_21_493.jpg,0.0,0.264779,0.0,40.18803,1236.584:605.8136:35.81493,354.4378:268.7498:3.427063
163,IMG/center_2017_03_21_08_18_21_564.jpg,0.0,0.264779,0.0,40.03927,1235.154:605.7727:35.90149,354.6201:268.7596:3.353251
164,IMG/center_2017_03_21_08_18_21_632.jpg,0.0,0.264779,0.0,39.921490000000006,1234.085:605.7424:35.96432,354.66:268.7681:3.308442
165,IMG/center_2017_03_21_08_18_21_701.jpg,0.0,0.02510888,0.0,39.68959,1232.665:605.7025:36.04926,354.5818:268.7726:3.261083
166,IMG/center_2017_03_21_08_18_21_769.jpg,0.0,0.0,0.0,39.35548,1231.608:605.6727:36.1151,354.4493:268.7715:3.23117
167,IMG/center_2017_03_21_08_18_21_837.jpg,0.0,0.0,0.0,38.92678,1230.213:605.6335:36.20762,354.2092:268.7636:3.244201
168,IMG/center_2017_03_21_08_18_21_905.jpg,0.0,0.0,0.0,38.60168,1229.177:605.604:36.28123,354.0094:268.7546:3.256789
169,IMG/center_2017_03_21_08_18_21_974.jpg,-0.09383225,0.0,0.0,38.27125,1228.151:605.5732:36.35794,353.8211:268.6917:3.274072
170,IMG/center_2017_03_21_08_18_22_042.jpg,-0.1787258,0.0,0.0,37.8116,1226.797:605.5161:36.46334,353.6368:268.1522:3.224135
171,IMG/center_2017_03_21_08_18_22_112.jpg,-0.1787258,0.0,0.0,37.47337,1225.793:605.4557:36.54366,353.5639:267.4183:3.217528
172,IMG/center_2017_03_21_08_18_22_182.jpg,-0.1824385,0.0,0.0,37.02901,1224.472:605.3489:36.65036,353.5398:266.1412:3.269935
173,IMG/center_2017_03_21_08_18_22_252.jpg,-0.1824385,0.0,0.0,36.70058,1223.493:605.2471:36.72923,353.5623:265.0199:3.331617
174,IMG/center_2017_03_21_08_18_22_322.jpg,-0.21931620000000002,0.0,0.0,36.26616,1222.205:605.0803:36.83172,353.6215:263.3609:3.331669
175,IMG/center_2017_03_21_08_18_22_391.jpg,-0.2525167,0.0,0.0,35.9338,1221.253:604.9278:36.90675,353.6662:261.9186:3.300748
176,IMG/center_2017_03_21_08_18_22_460.jpg,-0.2525167,0.0,0.0,35.50122,1220.005:604.6839:37.00387,353.7126:259.7489:3.228099
